Séance;Ticker;Instrument;Ouverture;Dernier Cours;Plus Haut;Plus Bas;Volume (MAD);Titres Échangés;Nb Transactions;Capitalisation
14/05/2026;RDS;RESIDENCES DAR SAADA;171.70;172.00;175.40;171.60;10864002.30;62989;165;4507922200.00
13/05/2026;RDS;RESIDENCES DAR SAADA;177.00;174.50;178.00;174.00;14668054.40;83621;211;4573444325.00
12/05/2026;RDS;RESIDENCES DAR SAADA;178.00;176.20;178.45;174.10;6451696.85;36486;155;4617999370.00
11/05/2026;RDS;RESIDENCES DAR SAADA;177.90;177.90;179.50;175.00;10270123.25;57807;176;4662554415.00
08/05/2026;RDS;RESIDENCES DAR SAADA;180.00;178.00;180.70;176.00;9339036.10;52256;280;4665175300.00
07/05/2026;RDS;RESIDENCES DAR SAADA;174.50;181.90;181.90;172.00;20105322.70;112839;528;4767389815.00
06/05/2026;RDS;RESIDENCES DAR SAADA;167.35;172.20;172.80;167.35;14031637.30;81644;324;4513163970.00
05/05/2026;RDS;RESIDENCES DAR SAADA;167.00;166.10;167.30;165.00;7998677.10;48086;70;4353289985.00
04/05/2026;RDS;RESIDENCES DAR SAADA;166.00;167.00;169.40;166.00;3893473.00;23244;121;4376877950.00
30/04/2026;RDS;RESIDENCES DAR SAADA;164.10;165.10;167.50;163.05;8496720.90;51085;141;4327081135.00
29/04/2026;RDS;RESIDENCES DAR SAADA;166.80;166.60;170.00;165.00;4233117.30;25381;139;4366394410.00
28/04/2026;RDS;RESIDENCES DAR SAADA;166.50;169.50;172.50;164.10;14616147.05;86827;321;4442400075.00
27/04/2026;RDS;RESIDENCES DAR SAADA;166.55;166.95;168.00;163.55;4112020.75;25046;61;4375567507.50
24/04/2026;RDS;RESIDENCES DAR SAADA;170.00;165.10;173.00;164.00;34010802.05;203461;398;4327081135.00
23/04/2026;RDS;RESIDENCES DAR SAADA;163.60;167.20;167.95;163.60;32397826.80;195672;423;4382119720.00
22/04/2026;RDS;RESIDENCES DAR SAADA;162.50;160.00;163.90;160.00;15800378.25;98541;195;4193416000.00
21/04/2026;RDS;RESIDENCES DAR SAADA;161.40;164.30;165.80;161.40;9523057.30;58321;133;4306114055.00
